chr	start	end	strand	region_type	Geneid	gene_name	gene_type	hgnc_id	mouse_ortholog	data_contact	date	script
chr21	30590105	30590397	-	Gene|triplicated	ENSG00000206106.2	KRTAP22-2	protein_coding	HGNC:37091	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30592440	30593075	+	Gene|triplicated	ENSG00000212938.3	KRTAP6-3	protein_coding	HGNC:18933	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30598590	30598902	-	Gene|triplicated	ENSG00000186930.4	KRTAP6-2	protein_coding	HGNC:18932	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30601087	30601382	+	Gene|triplicated	ENSG00000186924.3	KRTAP22-1	protein_coding	HGNC:18947	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30613431	30613930	-	Gene|triplicated	ENSG00000184724.5	KRTAP6-1	protein_coding	HGNC:18931	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30616425	30616699	+	Gene|triplicated	ENSG00000244624.3	KRTAP20-1	protein_coding	HGNC:18943	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30620627	30620850	+	Gene|triplicated	ENSG00000206105.2	KRTAP20-4	protein_coding	HGNC:34002	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30635206	30635619	+	Gene|triplicated	ENSG00000184032.3	KRTAP20-2	protein_coding	HGNC:18944	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30642864	30643136	+	Gene|triplicated	ENSG00000206104.2	KRTAP20-3	protein_coding	HGNC:34001	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30718525	30718777	-	Gene|triplicated	ENSG00000231068.1	KRTAP21-3	protein_coding	HGNC:34216	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30741780	30742595	-	Gene|triplicated	ENSG00000236400.1	KRTAP21-4P	unprocessed_pseudogene	HGNC:18954	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30746794	30747259	-	Gene|triplicated	ENSG00000187026.3	KRTAP21-2	protein_coding	HGNC:18946	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30755015	30755428	-	Gene|triplicated	ENSG00000187005.5	KRTAP21-1	protein_coding	HGNC:18945	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30762682	30762882	-	Gene|triplicated	ENSG00000238257.1	AP000244.1	unprocessed_pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30802242	30802427	-	Gene|triplicated	ENSG00000233036.1	KRTAP8-2P	unprocessed_pseudogene	HGNC:18948	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30806932	30807119	-	Gene|triplicated	ENSG00000227840.1	KRTAP8-3P	unprocessed_pseudogene	HGNC:18949	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30812697	30813274	-	Gene|triplicated	ENSG00000183640.6	KRTAP8-1	protein_coding	HGNC:18935	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30829039	30829759	-	Gene|triplicated	ENSG00000274749.1	KRTAP7-1	protein_coding	HGNC:18934	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30880644	30881580	-	Gene|triplicated	ENSG00000182591.6	KRTAP11-1	protein_coding	HGNC:18922	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31038159	31038476	-	Gene|triplicated	ENSG00000206102.2	KRTAP19-8	protein_coding	HGNC:33898	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31060600	31063168	-	Gene|triplicated	ENSG00000228941.1	UBE3AP2	processed_pseudogene	HGNC:12498	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31118416	31559977	-	Gene|triplicated	ENSG00000156299.13	TIAM1	protein_coding	HGNC:11805	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31347736	31359157	+	Gene|triplicated	ENSG00000286643.1	AP000248.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31452466	31453223	+	Gene|triplicated	ENSG00000237325.3	AP000563.1	processed_pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31559245	31560487	+	Gene|triplicated	ENSG00000237594.2	AP000251.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31627127	31628600	-	Gene|triplicated	ENSG00000230870.2	FBXW11P1	processed_pseudogene	HGNC:1145	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31653593	31659500	-	Gene|triplicated	ENSG00000234509.1	AP000253.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31659622	31668931	+	Gene|triplicated	ENSG00000142168.14	SOD1	protein_coding	HGNC:11179	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31664306	31664482	+	Gene|triplicated	ENSG00000238390.1	AP000254.1	snoRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31666728	31667247	-	Gene|triplicated	ENSG00000273271.1	AP000254.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31671000	31732118	-	Gene|triplicated	ENSG00000156304.15	SCAF4	protein_coding	HGNC:19304	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31706555	31706864	+	Gene|triplicated	ENSG00000229046.1	HMGN1P2	processed_pseudogene	HGNC:4985	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31735732	31736407	+	Gene|triplicated	ENSG00000273091.1	AP000255.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31840341	31840858	+	Gene|triplicated	ENSG00000234107.1	TPT1P1	processed_pseudogene	HGNC:16742	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	31873020	32044633	+	Gene|triplicated	ENSG00000142149.9	HUNK	protein_coding	HGNC:13326	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32020966	32021782	-	Gene|triplicated	ENSG00000237138.1	HUNK-AS1	lncRNA	HGNC:40631	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32080316	32197813	-	Gene|triplicated	ENSG00000230323.6	LINC00159	lncRNA	HGNC:1285	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32259804	32261585	-	Gene|triplicated	ENSG00000261610.1	AP000265.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32268228	32279049	-	Gene|triplicated	ENSG00000159055.4	MIS18A	protein_coding	HGNC:1286	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32277863	32280988	+	Gene|triplicated	ENSG00000227256.1	MIS18A-AS1	lncRNA	HGNC:40106	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32291813	32314784	+	Gene|triplicated	ENSG00000170262.12	MRAP	protein_coding	HGNC:1304	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32306464	32308737	-	Gene|triplicated	ENSG00000232623.1	MRAP-AS1	lncRNA	HGNC:40108	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32311018	32393012	-	Gene|triplicated	ENSG00000142207.7	URB1	protein_coding	HGNC:17344	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32377187	32377322	-	Gene|triplicated	ENSG00000200792.1	SNORA80A	snoRNA	HGNC:32666	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32393130	32393960	+	Gene|triplicated	ENSG00000256073.3	URB1-AS1	lncRNA	HGNC:23128	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32402511	32612865	-	Gene|triplicated	ENSG00000265590.10	C21orf59-TCP10L	protein_coding	NA	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32412006	32515397	+	Gene|triplicated	ENSG00000166979.13	EVA1C	protein_coding	HGNC:13239	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32496812	32497311	+	Gene|triplicated	ENSG00000229007.1	EXOSC3P1	processed_pseudogene	HGNC:33989	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32497967	32587373	-	Gene|triplicated	ENSG00000242220.9	TCP10L	protein_coding	HGNC:11657	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32538299	32538434	+	Gene|triplicated	ENSG00000252045.1	AP000272.1	snoRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32563075	32563210	+	Gene|triplicated	ENSG00000252950.1	RNA5SP490	rRNA_pseudogene	HGNC:43390	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32592079	32612603	-	Gene|triplicated	ENSG00000159079.19	CFAP298	protein_coding	HGNC:1301	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32621084	32622083	+	Gene|triplicated	ENSG00000228433.2	OR7E23P	unprocessed_pseudogene	HGNC:8395	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32624416	32625096	-	Gene|triplicated	ENSG00000238220.1	AP000275.1	processed_pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32628759	32728048	-	Gene|triplicated	ENSG00000159082.17	SYNJ1	protein_coding	HGNC:11503	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32728097	32747065	+	Gene|triplicated	ENSG00000238197.6	PAXBP1-AS1	lncRNA	HGNC:39603	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32733899	32771792	-	Gene|triplicated	ENSG00000159086.15	PAXBP1	protein_coding	HGNC:13579	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32772100	32955437	+	Gene|triplicated	ENSG00000205930.10	C21orf62-AS1	lncRNA	HGNC:1290	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32790673	32791504	-	Gene|triplicated	ENSG00000279690.1	AP000280.1	TEC	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32790673	32813743	-	Gene|triplicated	ENSG00000205929.11	C21orf62	protein_coding	HGNC:1305	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32841496	32841811	-	Gene|triplicated	ENSG00000224427.1	AP000281.2	processed_pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32841861	32841995	-	Gene|triplicated	ENSG00000207098.1	AP000281.1	snoRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32844367	32849934	-	Gene|triplicated	ENSG00000232360.1	AP000281.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32913649	33071104	-	Gene|triplicated	ENSG00000227757.3	AP000282.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	32958888	32960566	+	Gene|triplicated	ENSG00000228961.1	LINC01690	lncRNA	HGNC:52477	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33025935	33029196	+	Gene|triplicated	ENSG00000205927.5	OLIG2	protein_coding	HGNC:9398	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33057829	33064983	+	Gene|triplicated	ENSG00000232539.1	LINC00945	lncRNA	HGNC:48643	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33070141	33072413	+	Gene|triplicated	ENSG00000184221.13	OLIG1	protein_coding	HGNC:16983	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33110867	33123725	-	Gene|triplicated	ENSG00000226527.2	AP000289.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33152614	33159110	+	Gene|triplicated	ENSG00000226433.2	AP000290.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33164809	33170649	-	Gene|triplicated	ENSG00000229086.5	LINC01548	lncRNA	HGNC:1296	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33229901	33265675	+	Gene|triplicated	ENSG00000159110.19	IFNAR2	protein_coding	HGNC:5433	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33229901	33297160	+	Gene|triplicated	ENSG00000249624.9	AP000295.1	protein_coding	NA	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33263873	33266260	-	Gene|triplicated	ENSG00000223799.1	IL10RB-DT	lncRNA	HGNC:44303	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33266367	33310187	+	Gene|triplicated	ENSG00000243646.10	IL10RB	protein_coding	HGNC:5965	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33324429	33359864	+	Gene|triplicated	ENSG00000142166.13	IFNAR1	protein_coding	HGNC:5432	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33334571	33335096	+	Gene|triplicated	ENSG00000226501.2	USF1P1	processed_pseudogene	HGNC:23773	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33402896	33479348	+	Gene|triplicated	ENSG00000159128.14	IFNGR2	protein_coding	HGNC:5440	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33432485	33479974	-	Gene|triplicated	ENSG00000142188.17	TMEM50B	protein_coding	HGNC:1280	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33481580	33482195	-	Gene|triplicated	ENSG00000215088.3	RPS5P3	processed_pseudogene	HGNC:10427	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33482499	33484258	-	Gene|triplicated	ENSG00000231355.1	AP000302.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33485530	33491720	-	Gene|triplicated	ENSG00000177692.11	DNAJC28	protein_coding	HGNC:1297	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33503931	33543491	-	Gene|triplicated	ENSG00000159131.17	GART	protein_coding	HGNC:4163	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33518610	33519108	-	Gene|triplicated	ENSG00000233956.1	BTF3P6	processed_pseudogene	HGNC:23765	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33543038	33577481	+	Gene|triplicated	ENSG00000159140.21	SON	protein_coding	HGNC:11183	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33550662	33550728	+	Gene|triplicated	ENSG00000284448.1	MIR6501	miRNA	HGNC:50033	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33559542	33588706	-	Gene|triplicated	ENSG00000159147.18	DONSON	protein_coding	HGNC:2993	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33584687	33931607	-	Gene|triplicated	ENSG00000249209.2	AP000311.1	protein_coding	NA	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33589341	33643926	-	Gene|triplicated	ENSG00000205758.12	CRYZL1	protein_coding	HGNC:2420	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33642400	33899861	+	Gene|triplicated	ENSG00000205726.15	ITSN1	protein_coding	HGNC:6183	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33903453	33915814	-	Gene|triplicated	ENSG00000241837.7	ATP5PO	protein_coding	HGNC:850	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33915534	33977691	+	Gene|triplicated	ENSG00000237945.7	LINC00649	lncRNA	HGNC:44305	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33918995	33919338	-	Gene|triplicated	ENSG00000244294.3	RN7SL740P	misc_RNA	HGNC:46756	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	33967101	33968573	-	Gene|triplicated	ENSG00000273102.1	AP000569.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34073224	34143034	+	Gene|triplicated	ENSG00000243927.6	MRPS6	protein_coding	HGNC:14051	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34073578	34106260	+	Gene|triplicated	ENSG00000198743.7	SLC5A3	protein_coding	HGNC:11038	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34073592	34360033	+	Gene|triplicated	ENSG00000272657.1	AP000317.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34135432	34136071	-	Gene|triplicated	ENSG00000224598.1	RPS5P2	processed_pseudogene	HGNC:17222	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34157724	34190244	+	Gene|triplicated	ENSG00000227456.9	LINC00310	lncRNA	HGNC:16414	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34205055	34325034	+	Gene|triplicated	ENSG00000214955.5	AP000317.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34353099	34375364	-	Gene|triplicated	ENSG00000225555.2	AP000320.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34364024	34371389	+	Gene|triplicated	ENSG00000159197.3	KCNE2	protein_coding	HGNC:6242	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34375480	34416961	+	Gene|triplicated	ENSG00000205670.11	SMIM11A	protein_coding	HGNC:1293	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34400112	34401072	-	Gene|triplicated	ENSG00000222018.2	FAM243A	protein_coding	HGNC:39602	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34412200	34412587	+	Gene|triplicated	ENSG00000273104.1	AP000322.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34418715	34423966	-	Gene|triplicated	ENSG00000243627.4	SMIM34A	protein_coding	HGNC:39601	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34425508	34426017	+	Gene|triplicated	ENSG00000272958.1	AP000322.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34446688	34512210	-	Gene|triplicated	ENSG00000180509.12	KCNE1	protein_coding	HGNC:6240	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34456110	34456237	-	Gene|triplicated	ENSG00000221398.1	AP000324.1	snoRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34513142	34615113	-	Gene|triplicated	ENSG00000159200.18	RCAN1	protein_coding	HGNC:3040	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34669389	34718227	+	Gene|triplicated	ENSG00000159212.12	CLIC6	protein_coding	HGNC:2065	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34723807	34737204	-	Gene|triplicated	ENSG00000230978.2	LINC00160	lncRNA	HGNC:1294	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34745757	34784886	+	Gene|triplicated	ENSG00000234380.2	LINC01426	lncRNA	HGNC:50734	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34787801	36004667	-	Gene|triplicated	ENSG00000159216.18	RUNX1	protein_coding	HGNC:10471	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	34836286	34884882	+	Gene|triplicated	ENSG00000286153.1	AP000331.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	35136638	35139222	+	Gene|triplicated	ENSG00000234703.1	AF015262.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	35472095	35472432	-	Gene|triplicated	ENSG00000223671.2	RPL34P3	processed_pseudogene	HGNC:10343	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	35599732	35600022	-	Gene|triplicated	ENSG00000231300.1	EZH2P1	processed_pseudogene	HGNC:39918	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	35713139	35732942	-	Gene|triplicated	ENSG00000230794.1	AF015720.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	35720715	35720808	+	Gene|triplicated	ENSG00000211590.1	MIR802	miRNA	HGNC:33140	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	35724747	35725100	-	Gene|triplicated	ENSG00000229761.1	RPS20P1	processed_pseudogene	HGNC:10408	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	35887195	35887807	+	Gene|triplicated	ENSG00000234008.5	PPP1R2P2	processed_pseudogene	HGNC:9290	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36005338	36007838	+	Gene|triplicated	ENSG00000231106.2	LINC01436	lncRNA	HGNC:50754	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36016079	36016546	-	Gene|triplicated	ENSG00000214914.3	RPL23AP3	processed_pseudogene	HGNC:10320	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36034541	36079389	-	Gene|triplicated	ENSG00000185917.13	SETD4	protein_coding	HGNC:1258	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36050214	36051377	+	Gene|triplicated	ENSG00000189089.5	RIMKLBP1	processed_pseudogene	HGNC:34034	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36060432	36064408	+	Gene|triplicated	ENSG00000236677.1	AP000688.4	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36066545	36066652	+	Gene|triplicated	ENSG00000200213.1	RNU6-992P	snRNA	HGNC:47955	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36069642	36126640	-	Gene|triplicated	ENSG00000230212.6	AP000688.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36069941	36073166	+	Gene|triplicated	ENSG00000159228.13	CBR1	protein_coding	HGNC:1548	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36082859	36090414	+	Gene|triplicated	ENSG00000236119.1	AP000688.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36104881	36109690	+	Gene|triplicated	ENSG00000233393.1	AP000688.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36130489	36131376	+	Gene|triplicated	ENSG00000226054.2	MEMO1P1	processed_pseudogene	HGNC:23274	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36131767	36175815	-	Gene|triplicated	ENSG00000236830.7	CBR3-AS1	lncRNA	HGNC:43664	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36132450	36133032	+	Gene|triplicated	ENSG00000214889.3	RPS9P1	processed_pseudogene	HGNC:10443	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36135079	36146562	+	Gene|triplicated	ENSG00000159231.6	CBR3	protein_coding	HGNC:1549	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36156782	36294274	+	Gene|triplicated	ENSG00000142197.12	DOP1B	protein_coding	HGNC:1291	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36168970	36170180	-	Gene|triplicated	ENSG00000228149.1	RPL3P1	processed_pseudogene	HGNC:10352	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36295173	36295702	-	Gene|triplicated	ENSG00000214867.3	SRSF9P1	processed_pseudogene	HGNC:10792	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36319792	36320670	-	Gene|triplicated	ENSG00000273199.1	AP000692.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36320189	36386148	+	Gene|triplicated	ENSG00000159256.13	MORC3	protein_coding	HGNC:23572	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36360630	36362040	+	Gene|triplicated	ENSG00000228107.1	AP000692.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36385392	36419015	+	Gene|triplicated	ENSG00000159259.8	CHAF1B	protein_coding	HGNC:1911	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
